"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","DataValueType","DataValue","DataValueFootnoteSymbol","DatavalueFootnote","StratificationCategory1","Stratification1","GeoLocation","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","Longitude","Latitude"
2019,2019,"NH","New Hampshire","NVSS","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1135,"","","Overall","Overall","POINT (-71.50036091999965 43.65595011300047)",33,"DIA","DIA1_1","NMBR","OVERALL","OVR",-71.5003609199997,43.6559501130005
2018,2018,"MA","Massachusetts","NVSS","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",1857,"","","Gender","Female","POINT (-72.08269067499964 42.27687047000046)",25,"DIA","DIA1_2","NMBR","GENDER","GENF",-72.0826906749996,42.2768704700005
2019,2019,"NM","New Mexico","NVSS","Alcohol","Chronic liver disease mortality","Number",282,"","","Race/Ethnicity","Hispanic","POINT (-106.24058098499967 34.52088095200048)",35,"ALC","ALC6_0","NMBR","RACE","HIS",-106.240580985,34.5208809520005
2019,2019,"NM","New Mexico","NVSS","Chronic Kidney Disease","Mortality with end-stage renal disease","Number",618,"","","Gender","Female","POINT (-106.24058098499967 34.52088095200048)",35,"CKD","CKD1_0","NMBR","GENDER","GENF",-106.240580985,34.5208809520005
2018,2018,"NV","Nevada","NVSS","Asthma","Asthma mortality rate","Number",32,"","","Overall","Overall","POINT (-117.07184056399967 39.493240390000494)",32,"AST","AST4_1","NMBR","OVERALL","OVR",-117.071840564,39.4932403900005
2018,2018,"HI","Hawaii","NVSS","Cardiovascular Disease","Mortality from total cardiovascular diseases","Number",29,"","","Race/Ethnicity","Black, non-Hispanic","POINT (-157.85774940299973 21.304850435000446)",15,"CVD","CVD1_1","NMBR","RACE","BLK",-157.857749403,21.3048504350004
2019,2019,"OH","Ohio","NVSS","Asthma","Asthma mortality rate","Number",46,"","","Gender","Male","POINT (-82.40426005599966 40.06021014100048)",39,"AST","AST4_1","NMBR","GENDER","GENM",-82.4042600559997,40.0602101410005
2019,2019,"PA","Pennsylvania","NVSS","Chronic Kidney Disease","Mortality with end-stage renal disease","Number",245,"","","Race/Ethnicity","Hispanic","POINT (-77.86070029399963 40.79373015200048)",42,"CKD","CKD1_0","NMBR","RACE","HIS",-77.8607002939996,40.7937301520005
2019,2019,"SD","South Dakota","NVSS","Alcohol","Chronic liver disease mortality","Number",154,"","","Overall","Overall","POINT (-100.3735306369997 44.353130053000484)",46,"ALC","ALC6_0","NMBR","OVERALL","OVR",-100.373530637,44.3531300530005
2019,2019,"VA","Virginia","NVSS","Alcohol","Chronic liver disease mortality","Number",39,"","","Race/Ethnicity","Hispanic","POINT (-78.45789046299967 37.54268067400045)",51,"ALC","ALC6_0","NMBR","RACE","HIS",-78.4578904629997,37.5426806740005
2019,2019,"VT","Vermont","NVSS","Cardiovascular Disease","Mortality from diseases of the heart","Number",761,"","","Gender","Male","POINT (-72.51764079099962 43.62538123900049)",50,"CVD","CVD1_2","NMBR","GENDER","GENM",-72.5176407909996,43.6253812390005
2018,2018,"WA","Washington","NVSS","Asthma","Asthma mortality rate","Number",65,"","","Race/Ethnicity","White, non-Hispanic","POINT (-120.47001078999972 47.52227862900048)",53,"AST","AST4_1","NMBR","RACE","WHT",-120.47001079,47.5222786290005
2018,2018,"IL","Illinois","NVSS","Chronic Kidney Disease","Mortality with end-stage renal disease","Number",4025,"","","Gender","Female","POINT (-88.99771017799969 40.48501028300046)",17,"CKD","CKD1_0","NMBR","GENDER","GENF",-88.9977101779997,40.4850102830005
2019,2019,"WV","West Virginia","NVSS","Cardiovascular Disease","Mortality from diseases of the heart","Number",2719,"","","Gender","Male","POINT (-80.71264013499967 38.66551020200046)",54,"CVD","CVD1_2","NMBR","GENDER","GENM",-80.7126401349997,38.6655102020005
2018,2018,"KS","Kansas","NVSS","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",1434,"","","Gender","Male","POINT (-98.20078122699965 38.34774030000045)",20,"DIA","DIA1_2","NMBR","GENDER","GENM",-98.2007812269996,38.3477403000005
2018,2018,"AL","Alabama","NVSS","Cardiovascular Disease","Mortality from heart failure","Number",6253,"","","Overall","Overall","POINT (-86.63186076199969 32.84057112200048)",1,"CVD","CVD1_4","NMBR","OVERALL","OVR",-86.6318607619997,32.8405711220005
2019,2019,"DC","District of Columbia","NVSS","Cardiovascular Disease","Mortality from heart failure","Number",494,"","","Overall","Overall","POINT (-77.036871 38.907192)",11,"CVD","CVD1_4","NMBR","OVERALL","OVR",-77.036871,38.907192
2018,2018,"IL","Illinois","NVSS","Cardiovascular Disease","Mortality from heart failure","Number",14155,"","","Overall","Overall","POINT (-88.99771017799969 40.48501028300046)",17,"CVD","CVD1_4","NMBR","OVERALL","OVR",-88.9977101779997,40.4850102830005
2019,2019,"NM","New Mexico","NVSS","Cardiovascular Disease","Mortality from heart failure","Number",698,"","","Race/Ethnicity","Hispanic","POINT (-106.24058098499967 34.52088095200048)",35,"CVD","CVD1_4","NMBR","RACE","HIS",-106.240580985,34.5208809520005
2019,2019,"SD","South Dakota","NVSS","Cardiovascular Disease","Mortality from heart failure","Number",668,"","","Gender","Male","POINT (-100.3735306369997 44.353130053000484)",46,"CVD","CVD1_4","NMBR","GENDER","GENM",-100.373530637,44.3531300530005
2018,2018,"NC","North Carolina","NVSS","Overarching Conditions","Premature mortality among adults aged 45-64 years","Number",7466,"","","Gender","Female","POINT (-79.15925046299964 35.466220975000454)",37,"OVC","OVC5_0","NMBR","GENDER","GENF",-79.1592504629996,35.4662209750005
2018,2018,"KY","Kentucky","NVSS","Overarching Conditions","Premature mortality among adults aged 45-64 years","Number",4202,"","","Gender","Female","POINT (-84.77497104799966 37.645970271000465)",21,"OVC","OVC5_0","NMBR","GENDER","GENF",-84.7749710479997,37.6459702710005
2018,2018,"MI","Michigan","NVSS","Chronic Kidney Disease","Mortality with end-stage renal disease","Number",1231,"","","Race/Ethnicity","Black, non-Hispanic","POINT (-84.71439026999968 44.6613195430005)",26,"CKD","CKD1_0","NMBR","RACE","BLK",-84.7143902699997,44.6613195430005
2018,2018,"MD","Maryland","NVSS","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5038,"","","Overall","Overall","POINT (-76.60926011099963 39.29058096400047)",24,"DIA","DIA1_1","NMBR","OVERALL","OVR",-76.6092601109996,39.2905809640005
2018,2018,"MO","Missouri","NVSS","Cardiovascular Disease","Mortality from coronary heart disease","Number",7160,"","","Race/Ethnicity","White, non-Hispanic","POINT (-92.56630005299968 38.635790776000476)",29,"CVD","CVD1_3","NMBR","RACE","WHT",-92.5663000529997,38.6357907760005
2018,2018,"MO","Missouri","NVSS","Overarching Conditions","Premature mortality among adults aged 45-64 years","Number",83,"","","Race/Ethnicity","Asian or Pacific Islander","POINT (-92.56630005299968 38.635790776000476)",29,"OVC","OVC5_0","NMBR","RACE","API",-92.5663000529997,38.6357907760005
2018,2018,"MO","Missouri","NVSS","Cardiovascular Disease","Mortality from total cardiovascular diseases","Number",2123,"","","Race/Ethnicity","Black, non-Hispanic","POINT (-92.56630005299968 38.635790776000476)",29,"CVD","CVD1_1","NMBR","RACE","BLK",-92.5663000529997,38.6357907760005
2018,2018,"MO","Missouri","NVSS","Cardiovascular Disease","Mortality from cerebrovascular disease (stroke)","Number",362,"","","Race/Ethnicity","Black, non-Hispanic","POINT (-92.56630005299968 38.635790776000476)",29,"CVD","CVD1_5","NMBR","RACE","BLK",-92.5663000529997,38.6357907760005
2018,2018,"MN","Minnesota","NVSS","Overarching Conditions","Premature mortality among adults aged 45-64 years","Number",2747,"","","Gender","Female","POINT (-94.79420050299967 46.35564873600049)",27,"OVC","OVC5_0","NMBR","GENDER","GENF",-94.7942005029997,46.3556487360005
